comment_id,video_id,video_title,channel_title,author,comment_text,published_at,like_count,reply_count,service_category,ground_truth_sentiment
Ugx_CLARO_FI_00265,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,luis_almonte_sti_289,"El router que instalan es malísimo, a 5 metros ya no llega la señal de Wi-Fi.",2025-06-22T11:52:58Z,1,1,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00085,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,ana_valdez_sd_305,La app Mi Claro vive con errores y se cierra sola cuando voy a pagar la factura.,2025-06-23T10:36:15Z,1,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00327,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,alex_dev_rd_832,"En la zona de Bávaro la señal 5G casi no entra, se queda en 3G o sin servicio a cada rato.",2025-06-24T06:30:56Z,0,2,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00749,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,carlos_m_rd_191,Aumentaron la tarifa del plan pospago sin avisar previamente por correo o SMS. Un abuso.,2025-06-24T16:44:08Z,5,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00247,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,gabriel_tech_84,"Muy satisfecho con la atención en la sucursal de Blue Mall, me atendieron con mucha amabilidad.",2025-06-25T13:43:56Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00768,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,elena_gomez_rd_507,"El router que instalan es malísimo, a 5 metros ya no llega la señal de Wi-Fi.",2025-06-25T23:27:28Z,0,1,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00604,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,pedro_perez_do_368,"El 5G en el Distrito Nacional vuela, me dio más de 450 Mbps de bajada en el test.",2025-06-26T15:04:29Z,3,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00615,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,laura_santiago_543,Para mí es la empresa de telecomunicaciones más seria de República Dominicana. Servicio de calidad.,2025-06-26T16:59:54Z,8,1,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00802,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,ramon_santos_sd_669,"Felicidades a Claro, el soporte telefónico me resolvió un cambio de clave de router súper rápido.",2025-06-27T07:41:44Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00856,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,patricia_reyes_544,"La cobertura de Claro en carretera y pueblos es la mejor del país por mucho, ninguna otra compañía llega allá.",2025-06-28T21:00:09Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00835,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,maria_jimenez_c_787,Aumentaron la tarifa del plan pospago sin avisar previamente por correo o SMS. Un abuso.,2025-06-30T15:48:14Z,1,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00742,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,pedro_perez_do_213,La app Mi Claro vive con errores y se cierra sola cuando voy a pagar la factura.,2025-07-01T06:08:34Z,1,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00583,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,jose_gaming_rd_959,¿A qué número se puede consultar el balance disponible de paqueticos por mensaje?,2025-07-01T07:26:52Z,0,3,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00118,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,luis_almonte_sti_853,"Excelente promoción de paqueticos libres, rinden bastante bien en la semana.",2025-07-01T23:34:49Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_01091,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_600,"Felicidades a Claro, el soporte telefónico me resolvió un cambio de clave de router súper rápido.",2025-07-02T05:52:44Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00329,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,claudia_mella_486,"El router que instalan es malísimo, a 5 metros ya no llega la señal de Wi-Fi.",2025-07-02T14:35:50Z,1,1,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_01210,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,maria_jimenez_c_622,El internet se cae todos los fines de semana por la noche. Muy inestable.,2025-07-03T12:35:30Z,5,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00663,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,gabriel_tech_480,Tenía problemas de cobertura con otra telefónica y me cambié a Claro. Santo remedio.,2025-07-05T12:22:52Z,0,1,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_01058,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_156,Tenía problemas de cobertura con otra telefónica y me cambié a Claro. Santo remedio.,2025-07-06T09:02:30Z,8,2,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00562,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,maria_jimenez_c_523,"El roaming en Estados Unidos me funcionó perfecto, sin cobros raros ni sorpresas en la factura.",2025-07-06T09:33:33Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_01050,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,elena_gomez_rd_915,Tenía problemas de cobertura con otra telefónica y me cambié a Claro. Santo remedio.,2025-07-06T11:49:00Z,1,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00597,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,carlos_m_rd_121,"Pésimo servicio al cliente, llevo 3 días esperando que me reparen una avería de internet en Herrera.",2025-07-07T12:03:19Z,2,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00146,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,maria_jimenez_c_874,Aumentaron la tarifa del plan pospago sin avisar previamente por correo o SMS. Un abuso.,2025-07-07T13:10:28Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00343,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,claudia_mella_877,¿El servicio de 5G requiere cambiar la tarjeta SIM o sirve la misma USIM 4G?,2025-07-08T04:41:20Z,1,1,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_01024,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,maria_jimenez_c_513,Me están facturando un paquete de canales que cancelé hace dos meses. Qué desastre.,2025-07-10T00:19:21Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00023,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,carlos_m_rd_422,"Muy buena actualización de la app Mi Claro, ahora puedo pagar con tarjeta y se refleja de una vez.",2025-07-10T01:58:20Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_01211,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,carlos_m_rd_518,Esperando que extiendan la fibra óptica a la provincia de La Vega.,2025-07-11T01:31:11Z,1,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00828,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,elena_gomez_rd_61,¿El roaming sin fronteras incluye llamadas locales dentro del país de destino?,2025-07-11T18:45:52Z,0,2,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00732,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,carlos_m_rd_822,"En la zona de Bávaro la señal 5G casi no entra, se queda en 3G o sin servicio a cada rato.",2025-07-12T07:08:56Z,2,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00545,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_206,"Buenas tardes, quisiera saber el precio actual del plan de 500 megas de fibra.",2025-07-12T07:21:26Z,0,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00770,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,patricia_reyes_762,"Es una pesadilla cancelar una línea fija, te ponen mil trabas y trámites innecesarios.",2025-07-13T08:35:38Z,2,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_01139,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,laura_santiago_473,Esperando que extiendan la fibra óptica a la provincia de La Vega.,2025-07-15T15:20:12Z,0,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00096,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,luis_almonte_sti_862,"La cobertura de Claro en carretera y pueblos es la mejor del país por mucho, ninguna otra compañía llega allá.",2025-07-15T16:48:02Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_01187,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_424,"Muy satisfecho con la atención en la sucursal de Blue Mall, me atendieron con mucha amabilidad.",2025-07-16T02:01:34Z,1,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00968,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_75,"Buenas tardes, quisiera saber el precio actual del plan de 500 megas de fibra.",2025-07-16T13:45:09Z,0,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00460,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,luis_almonte_sti_681,"Los técnicos vinieron, no revisaron la caja exterior y dijeron que todo estaba bien. Sigo sin internet.",2025-07-17T13:00:10Z,1,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00990,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_722,¿En qué horario labora la sucursal de la 27 de Febrero los sábados?,2025-07-20T21:00:49Z,0,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00816,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,luis_almonte_sti_257,¿El servicio de 5G requiere cambiar la tarjeta SIM o sirve la misma USIM 4G?,2025-07-22T17:31:00Z,1,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_01104,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,pedro_perez_do_690,La señal no se corta ni cuando hay tormenta en Santo Domingo Este. Sigan así.,2025-07-22T21:03:43Z,1,7,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00609,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_870,"Muy mal soporte técnico por WhatsApp, un bot que repite lo mismo y no transfiere a un humano.",2025-07-23T02:24:38Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00629,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_554,"Es una pesadilla cancelar una línea fija, te ponen mil trabas y trámites innecesarios.",2025-07-23T05:20:31Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00101,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_997,"En la zona de Bávaro la señal 5G casi no entra, se queda en 3G o sin servicio a cada rato.",2025-07-23T14:03:24Z,2,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00480,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,patricia_reyes_108,Cobran carísimo por megas adicionales y los paqueticos se consumen demasiado rápido.,2025-07-23T15:17:03Z,5,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00700,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,gabriel_tech_219,Dicen que es fibra simétrica pero el ping sube a 200ms en las noches en San Cristóbal. Muy lento.,2025-07-23T18:04:14Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00860,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_985,Llevo 8 años con Claro y la estabilidad del internet para trabajar remoto es incomparable.,2025-07-24T03:15:47Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00935,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_376,El ping en juegos online como Valorant y Warzone me bajó a 35ms con la fibra. Nítido todo.,2025-07-24T09:56:55Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00400,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_814,Dicen que es fibra simétrica pero el ping sube a 200ms en las noches en San Cristóbal. Muy lento.,2025-07-25T20:58:54Z,0,1,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00673,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_259,"El router que instalan es malísimo, a 5 metros ya no llega la señal de Wi-Fi.",2025-07-27T20:08:56Z,1,2,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00468,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,ramon_santos_sd_536,Cobran carísimo por megas adicionales y los paqueticos se consumen demasiado rápido.,2025-07-27T22:21:22Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00657,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_81,Aumentaron la tarifa del plan pospago sin avisar previamente por correo o SMS. Un abuso.,2025-07-30T09:38:10Z,45,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_01075,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_771,"Pésimo servicio al cliente, llevo 3 días esperando que me reparen una avería de internet en Herrera.",2025-07-31T05:27:03Z,1,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00024,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_483,Llamar al 107 es perder una hora de la vida escuchando una música y nadie resuelve.,2025-07-31T15:21:36Z,1,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_01157,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,maria_jimenez_c_190,"El roaming en Estados Unidos me funcionó perfecto, sin cobros raros ni sorpresas en la factura.",2025-08-02T10:42:15Z,8,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00397,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,alex_dev_rd_132,Información sobre los requisitos para portabilidad numérica desde otra compañía por favor.,2025-08-03T17:11:34Z,0,1,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00682,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,elena_gomez_rd_703,Llamar al 107 es perder una hora de la vida escuchando una música y nadie resuelve.,2025-08-04T15:15:27Z,2,2,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00273,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_119,Llamar al 107 es perder una hora de la vida escuchando una música y nadie resuelve.,2025-08-04T21:37:11Z,2,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00437,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_778,"Excelente servicio con la fibra óptica simétrica, tengo 300 megas en Santiago y nunca se cae.",2025-08-05T02:03:39Z,0,1,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_01097,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,maria_jimenez_c_346,Me están facturando un paquete de canales que cancelé hace dos meses. Qué desastre.,2025-08-05T15:46:09Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00747,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,tecnico_rd23_687,Tenía problemas de cobertura con otra telefónica y me cambié a Claro. Santo remedio.,2025-08-05T16:58:02Z,3,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00600,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,elena_gomez_rd_224,Llevo 8 años con Claro y la estabilidad del internet para trabajar remoto es incomparable.,2025-08-07T19:06:06Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00032,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,alex_dev_rd_281,Para mí es la empresa de telecomunicaciones más seria de República Dominicana. Servicio de calidad.,2025-08-08T19:34:28Z,32,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00535,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,laura_santiago_251,"Muy mal soporte técnico por WhatsApp, un bot que repite lo mismo y no transfiere a un humano.",2025-08-09T01:53:47Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_00678,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,juan_bavaro_798,"Muy satisfecho con la atención en la sucursal de Blue Mall, me atendieron con mucha amabilidad.",2025-08-10T18:28:44Z,3,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00020,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,carlos_m_rd_82,El internet se cae todos los fines de semana por la noche. Muy inestable.,2025-08-10T21:25:28Z,0,0,Fibra Óptica e Internet Hogar,NEGATIVO
Ugx_CLARO_FI_01159,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,claudia_mella_645,"El 5G en el Distrito Nacional vuela, me dio más de 450 Mbps de bajada en el test.",2025-08-11T10:01:45Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00948,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,gabriel_tech_760,El ping en juegos online como Valorant y Warzone me bajó a 35ms con la fibra. Nítido todo.,2025-08-12T00:51:45Z,1,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_00089,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,luis_almonte_sti_866,Tengo una duda con respecto al contrato de permanencia mínima de 18 meses.,2025-08-12T03:19:30Z,0,1,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00255,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,laura_santiago_734,¿Cuándo estará disponible la cobertura de fibra óptica en la Urbanización Real?,2025-08-13T05:00:21Z,1,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_01035,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,ana_valdez_sd_354,¿A qué número se puede consultar el balance disponible de paqueticos por mensaje?,2025-08-13T23:03:29Z,0,0,Fibra Óptica e Internet Hogar,NEUTRO
Ugx_CLARO_FI_00884,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,laura_santiago_494,Buen ancho de banda y la subida simétrica me ayuda un mundo para subir videos a YouTube.,2025-08-17T09:07:01Z,0,0,Fibra Óptica e Internet Hogar,POSITIVO
Ugx_CLARO_FI_01092,CLARO_FIBRA_2025,Claro Dominicana - Nueva Fibra Óptica Simétrica hasta 1000 Mbps,Claro República Dominicana,ramon_santos_sd_907,Me están facturando un paquete de canales que cancelé hace dos meses. Qué desastre.,2025-08-19T17:13:51Z,2,0,Fibra Óptica e Internet Hogar,NEGATIVO
