comment_id,video_id,video_title,channel_title,author,comment_text,published_at,like_count,reply_count,service_category
Ugy3y1p4smQ-hAprkKR4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Genesis-0102,"Buenas tarde excelente conpañia, una de la mejores  sin duda, estoy en esta compañía uffff desde hace mucho años, hasta hoy nome
A fallado en nada , espero que sigan así bendiciones para todos",2026-08-18T16:14:43Z,1,1,Experiencia General de Marca
UgwPAmr8QHAj3DMv7pt4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@NeidoCastillo-x9g,Bueno ojalá y cambie pero claro en mi pueblo lo tumbó altice un campo del cercado k ante era claro aora está oscuro,2026-08-18T15:54:52Z,11,0,Experiencia General de Marca
UgyxDtsWxPUI8BN8um94AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@josegarrido2051,jajaj digo lo mismo en higuey en mismo algunos barrio lo vecino tienen que escuchar lo que uno habla pero ellos no van arreglar eso porque como  venden el internet fijo no le combine,2026-08-18T15:28:37Z,4,0,Fibra Óptica e Internet Hogar
Ugw726UR1mgVl0HO9wx4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Jo-kv2ho,"Pero no tienen fibra óptica en manoguayabo, hato nuevo, caballo a y muchos lugares de SD Oeste.",2026-08-18T15:24:24Z,1,2,Fibra Óptica e Internet Hogar
UgzksMaBVxZsm-iLHUR4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@luiyialexanderborromeguerr6851,Pongan antenas en el barrio 24 abril San pedro de macoris  la señal es muy crítica adentro de la casa no hay señal,2026-08-18T15:01:41Z,0,1,Experiencia General de Marca
UgyYELLtdtuEjHoFwfJ4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@katiuskatrinidadsanchezgar7760,La necesitamos por los estudiantes de la zona muchas gracias,2026-08-18T14:12:50Z,3,0,Experiencia General de Marca
UgyRJyDxfPugbGgqM394AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@FelixBeltranF,"Es una MENTIRA, vivo en un barrio de la capital y allá no llegan en fibra óptica, a estas fechas.",2026-08-18T14:12:24Z,8,2,Fibra Óptica e Internet Hogar
UgxwD4fww9fmythwSmh4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@katiuskatrinidadsanchezgar7760,Me encanta el anuncio pero no hay fibra optica en el Invi CEA de Andres Boca Chica,2026-08-18T14:10:00Z,1,1,Fibra Óptica e Internet Hogar
UgyqAz116-kYBrtQ4kB4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@TobiVasquez-i9z,Mi celular samsung no trae esto como te sale a ti,2026-08-17T23:44:51Z,0,0,Red Móvil y Cobertura 5G
Ugx9Rg-HoCm7P2m7lal4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@carlosolivares1,"Pues ya lo he probado antes y resulta que el 4G aunque supuestamente es más lento es más estable y rápido en la práctica. Pueden cambiar el nombre a Ultra 8G++, pero en la práctica es lo que funcione.",2026-08-17T22:50:59Z,1,2,Fibra Óptica e Internet Hogar
UgxFuLjCaUAhpYpg_Ah4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@Orange1117,"Un asco y basura de recepción, el peor error fue dejar Altice por ustedes. Esperando a que se cumplan los 18 meses para salir de ustedes.",2026-08-17T21:41:12Z,0,0,Red Móvil y Cobertura 5G
Ugz7cif3fpcRc7NCbaJ4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@UlisesJuarez-g2z,A que no te baja a 3g😢,2026-08-16T19:48:41Z,0,0,Red Móvil y Cobertura 5G
UgxmLgoYezBOX8k-mlV4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@LuisMalespin-i7u,Nesecito que me llame cualquier persona para una pregunta  por favor,2026-08-14T15:22:54Z,1,1,Atención al Cliente y Soporte
UgzMn5L96CVzy-8lFBB4AaABAg,tWxuCoObAJ4,Claro RD - ¿En serio? ¿lo estás pensando para activar tu 5G en tu celular? 📱,Claro RD,@zoofosil7750,El diablo que cringe,2026-08-14T00:40:42Z,0,0,Red Móvil y Cobertura 5G
UgyFVAdHg9kkA3Ooylp4AaABAg,z5VRwDNAoJY,Claro RD - La Conexión que nos une,Claro RD,@Gavisama,"Me encanta su publicidad, siempre excelente!",2026-08-12T00:36:15Z,11,3,Experiencia General de Marca
UgzE860y4XUUNjVBCFt4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@JuanAlbertoGonzález-z1j,Quiero verificar m numero,2026-08-11T21:47:23Z,0,0,Facturación y Tarifas
UgzezTac5yeITo89wLJ4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,No ahi mas opciones compremos radios y  no utilisemos cel,2026-08-09T16:21:50Z,0,0,Atención al Cliente y Soporte
UgwZqh15CZPjt_aHeLZ4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Le ofresen planes para amarrarlo despues no contestan,2026-08-09T16:19:54Z,0,0,Atención al Cliente y Soporte
Ugw4rzVe-IUK9aHrvEh4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Yo compro pte para 6 dias y me roban un dia siepre,2026-08-09T16:18:23Z,0,0,Atención al Cliente y Soporte
Ugy0I-LXUhpjgs_t7Mx4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Es mejor volver al radio yelefono estas empresas solo les interesa dinero volvamos sl  radio telefono no tenemos alternatova,2026-08-09T16:16:42Z,0,0,Red Móvil y Cobertura 5G
UgxrsPonXiUubrE3tMR4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Yo coloco pte para 6 dias a los 5 dias estoi sin dstos q pasa o nos ba a tocar volver al radio telefono,2026-08-09T16:10:31Z,0,0,Atención al Cliente y Soporte
UgxNXlXwwJnrQCkdhHd4AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@JoseAdalberto-s2i1g,Nececito ablar con alguien de claro o es q solo somos tontos utiles para la empresa,2026-08-09T16:07:48Z,0,0,Atención al Cliente y Soporte
UgyHxPdTroevUT6vgRV4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@NeyderLiconapuentes,Y si eres menor de edad,2026-08-07T20:42:05Z,0,1,Facturación y Tarifas
Ugy-XSUG76eFQRqCEFV4AaABAg,-KjuHqko6Sc,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@yogastly8118,"Mucha fibra óptica, pero los módem son una porquería. De todas las empresas y a nivel mundial",2026-07-31T23:23:57Z,0,0,Fibra Óptica e Internet Hogar
Ugx8cFlyWJHq4AqiGyN4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@luisarielsoto0,🎉😊hello🎉😊,2026-07-31T16:48:31Z,0,0,Red Móvil y Cobertura 5G
Ugymj1wOGfeg8rNi6hd4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@luisarielsoto0,🎉hola🎉,2026-07-28T00:09:35Z,0,0,Red Móvil y Cobertura 5G
UgwNJ2SndESI-08ZvFp4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@probemosrd,El 5G no funciona en los dispositivos Google Pixel,2026-07-27T17:36:05Z,0,0,Red Móvil y Cobertura 5G
UgxWqbvgioj4J6ngsrZ4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@jonathancandelario9912,Como se hace en un LG?,2026-07-27T15:00:09Z,0,0,Red Móvil y Cobertura 5G
UgwtjXYKKat8oQX44D94AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@SilviajuliaYost,Necesito hablar con un asesor,2026-07-23T21:50:40Z,0,0,Atención al Cliente y Soporte
UgxZLHSZ34L1KzYz6rN4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@monicacasas9686,A qué número llamó de España a a claro Perú,2026-07-23T13:45:06Z,1,1,Atención al Cliente y Soporte
Ugy6JOOEmBtG_sKwpEh4AaABAg,-KjuHqko6Sc,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@Toti2024Ramos,¡145M vistas!,2026-07-09T21:54:30Z,1,1,Fibra Óptica e Internet Hogar
UgyE33EwoU7pgSgpMxZ4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@EdwinRodriguezsosa,Cómo lo puedo hacer en mi Orbic 5G,2026-07-05T04:31:56Z,0,0,Red Móvil y Cobertura 5G
UgySgNUZXhR9QIc7mxp4AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@AlexVargas-l6b4d,No sirve para nada,2026-07-05T03:03:19Z,0,0,Red Móvil y Cobertura 5G
UgyRthD4xtRMfsWfXJt4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@JoseFernandoMunoz-xq6zo,Claro tú me llamate hoy,2026-07-03T20:26:24Z,0,0,Facturación y Tarifas
UgwzWhrvAE5evJXxzAZ4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@MarisolMotato,Me tiene cansada esa llamadera de los de claro con sus tales planes,2026-06-30T14:13:45Z,0,0,Facturación y Tarifas
UgyZeVLy8aNbvDBDrV54AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@hugocesarvalladareslopez4783,Muchos de los chip ya están registrados,2026-06-30T02:23:56Z,0,0,Red Móvil y Cobertura 5G
UgyziNgxR_iQucXqYqt4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@Marthamultiship_0,❤❤❤,2026-06-29T22:10:01Z,0,0,Red Móvil y Cobertura 5G
UgxNvfTuO9g6h7QfOeF4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@incognita907,El 5G en los Google Pixel no funciona aquí en el país!!,2026-06-29T15:15:09Z,2,3,Red Móvil y Cobertura 5G
UgyxJgWEKgEmK-L1Ny14AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@sakura-ii6zi,Ningun telefono que dio sirven😢😢,2026-06-29T15:14:23Z,1,0,Experiencia General de Marca
UgxQq50qHZMwQ3NABaJ4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@claudiabaez2015,Claro,2026-06-20T16:08:00Z,0,0,Experiencia General de Marca
UgwkODRouQTz6pDul514AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@cleivymatos587,"A mi no me sale, que hago?",2026-06-19T18:41:27Z,0,0,Red Móvil y Cobertura 5G
UgzkX_RJdnQZAqYZh354AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@VaneLedesma-m1b,Que costo tiene?,2026-06-18T17:10:05Z,0,0,Red Móvil y Cobertura 5G
UgyWZFTCCa2gPS1qctN4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@pedrocarrascocastillo8251,"Tengo un “Moto g stylus 5g"" pero no se como activarlo.",2026-06-17T12:10:40Z,0,0,Red Móvil y Cobertura 5G
UgwS4_90fjSqnD8MLFR4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@ctistianjaelmartepaniagua44,"El 5g consume mucha energía, la carga del celular dura menos tiempo",2026-06-16T22:03:40Z,0,0,Red Móvil y Cobertura 5G
UgyMp3OmvX58U5K9peR4AaABAg,rHf6Xta_Jio,Claro RD - Yo soy Claro Percusivo,Claro RD,@Max009RD,Siempre recuerdo estos anuncios cuándo falla el servicio.,2026-06-15T21:30:27Z,1,0,Atención al Cliente y Soporte
UgyL8wGbFjwV39y2tTt4AaABAg,zE4mlgdWzYg,como configurar Apn 5G 4G claro Dominicana,Claro RD,@WilnerGustamar-i7z,Muchas gracias por este video,2026-06-13T21:46:42Z,1,0,Red Móvil y Cobertura 5G
UgyKzn35JegQc7VGYrp4AaABAg,rHf6Xta_Jio,Claro RD - Yo soy Claro Percusivo,Claro RD,@dovahkiinraiden17,Un pique que me este bañando y me sale este disparate de anuncio,2026-06-07T05:15:16Z,2,0,Experiencia General de Marca
UgxKY3bmhz2vUFBjHZB4AaABAg,-KjuHqko6Sc,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@gadielcastro853,Y para cuando en Guatemala,2026-06-03T09:03:58Z,0,0,Fibra Óptica e Internet Hogar
UgyXVHfK3tTQItNolLt4AaABAg,rHf6Xta_Jio,Claro RD - Yo soy Claro Percusivo,Claro RD,@Yanisleldy,La musica favorita de mi primo jaja,2026-06-02T00:15:07Z,0,0,Experiencia General de Marca
UgyzvSkmsejnBZBQT214AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@MariaJoseGomezGarcia-b5f,hola claro es de servicio de internet y paraboloca,2026-05-31T16:42:51Z,1,1,Fibra Óptica e Internet Hogar
UgzskXWEquvxk5dRZO14AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@OscarBautista-j7e4u,Deberían de mejorar el servicio esta fallando mucho,2026-05-30T19:58:05Z,1,0,Atención al Cliente y Soporte
UgyeWI5_3h7y3L_F2C14AaABAg,JyYD60E2Vpk,Claro RD - Yo soy Claro - Urbano,Claro RD,@edwardnunez1626,"Deberían De Hacer Esta Canción, No Me Canso De Repetir Este Anuncio 🙌🏻🙌🏻",2026-05-29T03:30:56Z,0,0,Experiencia General de Marca
UgzS300MurzwIPOFbqB4AaABAg,JyYD60E2Vpk,Claro RD - Yo soy Claro - Urbano,Claro RD,@westart403,"El mejor anunció, difícil de saltarlo.",2026-05-27T17:18:19Z,0,0,Experiencia General de Marca
UgwQyymDxm_h9SQwplV4AaABAg,rHf6Xta_Jio,Claro RD - Yo soy Claro Percusivo,Claro RD,@ReneJeanfilip,No,2026-05-22T20:55:11Z,1,0,Experiencia General de Marca
Ugx9xwjXmYn1tzUiEcJ4AaABAg,zE4mlgdWzYg,como configurar Apn 5G 4G claro Dominicana,Claro RD,@SancheMateo-z6k,default,2026-05-21T01:08:44Z,0,0,Red Móvil y Cobertura 5G
Ugx4QipOSZiClfDzItB4AaABAg,zE4mlgdWzYg,como configurar Apn 5G 4G claro Dominicana,Claro RD,@SancheMateo-z6k,claro DR,2026-05-21T01:06:07Z,0,0,Red Móvil y Cobertura 5G
UgxGkN5qXNKOEay1Dsp4AaABAg,rHf6Xta_Jio,Claro RD - Yo soy Claro Percusivo,Claro RD,@marinoalvarez2948,Ok,2026-05-20T14:26:54Z,0,0,Experiencia General de Marca
UgzRDqi7YnJsgCocIwF4AaABAg,vyzj855irRw,Claro Nicaragua y su servicio al cliente,Claro RD,@jshwywggw,Por q tienes 67 baterías que era un meme,2026-05-12T15:16:44Z,0,0,Atención al Cliente y Soporte
UgxGteaCYE0PvmmYApR4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@mariaelenamontesmedina4280,Quiero saber mí factura del mes de mayo,2026-05-12T11:43:51Z,0,0,Facturación y Tarifas
Ugy6tEA_X_fSlLHjTmF4AaABAg,hYcd1zA3hfo,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@randymhl,Cuando lo ampliaran a nivel nacional?,2026-05-12T02:47:54Z,0,0,Fibra Óptica e Internet Hogar
UgxvPF4jLNFAq9VPUCJ4AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@jefrynoboa,Y PORQUE MI WIFI NO TIENE ESA TECNOLOGIA? O TENGO QUE HACER OTRO PLAN ES?,2026-05-11T04:16:56Z,0,0,Fibra Óptica e Internet Hogar
UgyrjOAXq_BMk4i8Lj14AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@aroymendez,"Esa mierda de claro no sirve. Tengo un buen plan, un plan que prácticamente no uso proque regularmente estoy en wifi. Pero tan pronto paso a datos no sirve!!!",2026-05-07T21:07:50Z,0,0,Fibra Óptica e Internet Hogar
UgxPQZHvAy2Ffh_fYCl4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@reyvinrosario,"Try not to do what you did in RDR2 and fall too far behind, because the dialogue in this game gets cut off and then the other character doesn't continue it",2026-05-07T17:20:17Z,0,0,Red Móvil y Cobertura 5G
UgxJ_kulZW23GEYp_4R4AaABAg,LS31ag67aww,Claro RD - Pasos para activar Red 5G en tu equipo Android,Claro RD,@Stevenpublicity,@clarord me gustaría una respuesta porque no funciona en los dispositivos Google Píxel?,2026-05-07T15:25:24Z,0,2,Red Móvil y Cobertura 5G
UgyVK0nxjCcSb3F4WKJ4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@miltonzh9338,Y para que el número de cedula y datos personales a una empresa extrangera y sobre todo la fecha de expedición....,2026-05-04T04:45:56Z,0,3,Red Móvil y Cobertura 5G
Ugw4CE453CWB4Ncd-214AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@GabrielCruz-g9h,Cómo puedo comunicarme con un representante de claro,2026-05-02T12:27:13Z,1,1,Atención al Cliente y Soporte
UgyiM2QFEz_fVMT1Okt4AaABAg,JyYD60E2Vpk,Claro RD - Yo soy Claro - Urbano,Claro RD,@leandrocamilo3296,Es el mejor anuncio de Claro que he visto.,2026-05-01T01:24:08Z,0,0,Experiencia General de Marca
UgwszM-URVO5Spev-f14AaABAg,km5bSERHQuQ,cómo poner señal 5g en tu teléfono,Claro RD,@ALEX-dd6bw,😂😂😂,2026-04-30T17:05:40Z,0,0,Red Móvil y Cobertura 5G
Ugyaalk1skrbfg8lBX54AaABAg,32ad78KOfW4,CÓMO LLAMAR A SERVICIOS DE CLARO,Claro RD,@RitaAlegríareategui-y4n,Quiero llamar aclaro como hago,2026-04-28T21:21:42Z,0,0,Atención al Cliente y Soporte
Ugzj-9CcGgEQ7BAI-lR4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@jshwywggw,Yo tengo chip de claro,2026-04-23T03:23:24Z,0,0,Red Móvil y Cobertura 5G
UgwGvND6PQkDP3ZW55B4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@GabrielaJimanenzsatos,4 años con usted yo no puedo pasar mi nombre Yo quiero saber cuántos años,2026-04-20T12:50:24Z,1,1,Atención al Cliente y Soporte
Ugwj36ndx1mYnBUz-Yh4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@DesiderioToscanocolon,Necesito saber cuando me va llegar la cincsr,2026-04-19T20:23:44Z,0,0,Experiencia General de Marca
UgwygxsQsgOJzTCzZbV4AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@ElReyAguilera-u8n,Para mi la mejor empresa es wom la velocidad parece fibra óptica en las veredas para que pero wom es la mejor operadora en señal en colombia,2026-04-16T13:29:40Z,0,0,Fibra Óptica e Internet Hogar
UgxSEcc84wF81tRuHrZ4AaABAg,S1_jiDCsjBA,Claro RD - 4ta. Generación de Fibra Óptica,Claro RD,@AlfredadReyes,Yo espero que no sea una cajita vieja que se frisé cómo está que tengo aquí que no sirve ni para un teléfono,2026-04-13T12:50:57Z,0,0,Fibra Óptica e Internet Hogar
Ugyatr0CQ6xHsNIPyd54AaABAg,wlVtVw0_lPc,Registra tu línea prepago 📱🤩,Claro RD,@BoxerRecords,Prepárense para perder mucho dinero 🤑,2026-04-12T19:59:56Z,0,0,Facturación y Tarifas
UgxAYcpRiOgm6BgVf0d4AaABAg,JyYD60E2Vpk,Claro RD - Yo soy Claro - Urbano,Claro RD,@MiguelFernández-q5r,Necesitamos una versión extendida por favor,2026-04-11T21:41:50Z,2,0,Experiencia General de Marca
Ugz7iY3zA_naV6_u5k94AaABAg,JyYD60E2Vpk,Claro RD - Yo soy Claro - Urbano,Claro RD,@MiguelFernández-q5r,"Primera vez que escucho un anuncio completo, necesitamos esa música de 3 a 5 minutos mínimo.",2026-04-11T21:41:30Z,1,0,Experiencia General de Marca
Ugz4l49gJrV5iZZorQZ4AaABAg,tFedIElQiLs,0800 CLARO 🔴 Número de Teléfono de Atención al Cliente (2026),Claro RD,@Franciscoteves-z6t8g,Claro,2026-04-11T18:08:49Z,0,0,Experiencia General de Marca
UgxSh2Gsn8OOWYGAlxR4AaABAg,qLxWDavp0bg,¿Cómo llamar a CLARO Servicio al cliente? en TODOS los países,Claro RD,@jesusfernandobejaranoauqui8200,Necesito servicio de internet,2026-04-06T19:37:30Z,1,1,Fibra Óptica e Internet Hogar
